E_NUC,L_G,L_q,L_q_over_L_G,archive_abs_error,local_pearson,local_spearman,overall_pass,placement_id,skeleton_id,surface_id
0.4413439898272677,26.223608913149214,27.351068102137262,1.0429940513802702,0.0,0.9946087187138405,0.9914758319725796,True,P_hard,S04,saddle
0.4416710204428552,26.398148011233978,27.507453699408238,1.0420221027513819,0.0,0.9950874183371078,0.9899206062281691,True,P_hard,S05,saddle
0.4520436758849927,26.367328693184177,27.4427346549625,1.0407855484448947,0.0,0.9938774733186178,0.992407442442161,True,P_hard,S06,saddle
0.44645440620154153,26.403588190472323,27.513433057314565,1.0420338652018033,3.552713678800501e-15,0.9950424465796168,0.9904919179839187,True,P_hard,S07,saddle
0.4483912057736571,26.302023761371583,27.406591982059343,1.0419955601405084,0.0,0.9943456514926641,0.992307347593639,True,P_hard,S08,saddle
0.4451780536159957,26.321859596014164,27.441084531960037,1.0425207395345029,0.0,0.9948741086922316,0.9907848328659057,True,P_hard,S09,saddle
0.4412199306917917,26.31768818478121,27.44533361063506,1.0428474346962564,0.0,0.9948571075013406,0.9900154272687338,True,P_hard,S10,saddle
0.4414699931653151,26.31813225626989,27.450675656698188,1.043032818187867,0.0,0.9950273638675453,0.9903495052570793,True,P_hard,S11,saddle
0.44647273356874406,26.337078163589258,27.44258793369891,1.0419754144040931,0.0,0.9945550458397596,0.9916214368344459,True,P_hard,S12,saddle
0.4475181320334628,26.398049150591998,27.498817468573094,1.041698850990904,0.0,0.9948269199695463,0.991097858348915,True,P_hard,S13,saddle
0.44551932977489483,26.290413528066686,27.400405845305407,1.0422204206127732,0.0,0.9943029660779376,0.9924106045531292,True,P_hard,S14,saddle
0.44901983528066636,26.388171138898223,27.474092008952894,1.0411518048878325,0.0,0.9943706475893075,0.9916993869144932,True,P_hard,S15,saddle
0.44065287130751946,26.232689233064736,27.365315010016555,1.0431761214753466,0.0,0.9948018390773631,0.9908848753866767,True,P_hard,S16,saddle
