directed_transition_jaccard,geometric_path_distance,normalized_sequence_distance,skeleton_a,skeleton_b,surface_id,tangent_disagreement,tree_edge_jaccard,undirected_transition_jaccard
0.7408906882591093,0.038760328950542454,0.36574074074074076,S14,S15,saddle,0.8148155979127869,0.7974683544303798,0.7408906882591093
0.7408906882591093,0.03193254032084428,0.36574074074074076,S14,S16,saddle,0.6802647288977429,0.7974683544303798,0.7408906882591093
0.799163179916318,0.027801447388589067,0.25925925925925924,S14,S17,saddle,0.6884194984336017,0.8441558441558441,0.799163179916318
0.799163179916318,0.03643402872500579,0.2962962962962963,S14,S18,saddle,0.7838389463888177,0.8441558441558441,0.799163179916318
0.6602316602316602,0.04051120699036631,0.4675925925925926,S14,S19,saddle,0.8571840748949212,0.7317073170731707,0.6602316602316602
0.6862745098039216,0.03055370698312061,0.35648148148148145,S15,S16,saddle,0.6859923629029048,0.7530864197530864,0.6862745098039216
0.9282511210762332,0.025366332292619653,0.1111111111111111,S15,S17,saddle,0.5428316035373932,0.9452054794520548,0.9282511210762332
0.8614718614718615,0.021007288613171554,0.18518518518518517,S15,S18,saddle,0.5096552867473324,0.8933333333333333,0.8614718614718615
0.8297872340425532,0.012757614943049469,0.1712962962962963,S15,S19,saddle,0.3521481347813264,0.868421052631579,0.8297872340425532
0.6862745098039216,0.039953088594307656,0.36574074074074076,S16,S17,saddle,0.8069432784194579,0.7530864197530864,0.6862745098039216
0.799163179916318,0.0226373222914847,0.2222222222222222,S16,S18,saddle,0.5358139019024734,0.8441558441558441,0.799163179916318
0.7131474103585658,0.02648331080421343,0.35648148148148145,S16,S19,saddle,0.6070983792129274,0.775,0.7131474103585658
0.8614718614718615,0.02545754634020898,0.19444444444444445,S17,S18,saddle,0.49807607447464636,0.8933333333333333,0.8614718614718615
0.7695473251028807,0.030352714435772275,0.2777777777777778,S17,S19,saddle,0.6478081914163175,0.8205128205128205,0.7695473251028807
0.8297872340425532,0.016973099247491068,0.2037037037037037,S18,S19,saddle,0.4468813613074401,0.868421052631579,0.8297872340425532
0.7994428969359332,0.02730917625474815,0.21604938271604937,S00,S01,hemisphere,0.7855397529870196,0.8448275862068966,0.7994428969359332
0.8833819241982507,0.013409472786079426,0.12037037037037036,S00,S02,hemisphere,0.3977215071958398,0.9107142857142857,0.8833819241982507
0.8833819241982507,0.01949239700104343,0.14814814814814814,S00,S03,hemisphere,0.5602160165431336,0.9107142857142857,0.8833819241982507
0.9283582089552239,0.00704934778736396,0.06172839506172839,S00,S04,hemisphere,0.33025102813117,0.9454545454545454,0.9283582089552239
0.9283582089552239,0.010822431445174746,0.09259259259259259,S00,S05,hemisphere,0.30440251558394726,0.9454545454545454,0.9283582089552239
0.9516616314199395,0.006022889872646504,0.05555555555555555,S00,S06,hemisphere,0.24065865344931303,0.963302752293578,0.9516616314199395
0.861671469740634,0.01431333377170199,0.12345679012345678,S00,S07,hemisphere,0.472606441044928,0.8938053097345132,0.861671469740634
0.819718309859155,0.02661428157443671,0.21296296296296297,S00,S08,hemisphere,0.7234257397554877,0.8608695652173913,0.819718309859155
0.9056047197640118,0.010934004760688763,0.09567901234567901,S00,S09,hemisphere,0.3630333000354081,0.9279279279279279,0.9056047197640118
0.861671469740634,0.024352225443861827,0.18518518518518517,S00,S10,hemisphere,0.633395891417637,0.8938053097345132,0.861671469740634
0.9056047197640118,0.01575546791643707,0.1111111111111111,S00,S11,hemisphere,0.46792033368094893,0.9279279279279279,0.9056047197640118
0.8404558404558404,0.024241768503357696,0.1882716049382716,S00,S12,hemisphere,0.6712093292661766,0.8771929824561403,0.8404558404558404
0.861671469740634,0.02029873290225866,0.15432098765432098,S00,S13,hemisphere,0.6395636652451494,0.8938053097345132,0.861671469740634
0.9755351681957186,0.002172236868935034,0.018518518518518517,S00,S14,hemisphere,0.13046157362233327,0.9814814814814815,0.9755351681957186
0.9283582089552239,0.013939785790322085,0.09259259259259259,S00,S15,hemisphere,0.3689348976154604,0.9454545454545454,0.9283582089552239
0.4582392776523702,0.11722641057957915,0.8734567901234568,S00,S16,hemisphere,1.5262788725855239,0.47586206896551725,0.4582392776523702
0.5417661097852029,0.10451598644612359,0.7407407407407407,S00,S17,hemisphere,1.5649248657791073,0.6090225563909775,0.5417661097852029
0.4715261958997722,0.07680077253445369,0.7129629629629629,S00,S18,hemisphere,1.562605823256532,0.4965034965034965,0.4715261958997722
0.43237250554323725,0.08262056583017857,0.845679012345679,S00,S19,hemisphere,1.528538359509977,0.4861111111111111,0.43237250554323725
0.9056047197640118,0.015482138878975404,0.1111111111111111,S01,S02,hemisphere,0.47623654757263867,0.9279279279279279,0.9056047197640118
0.9056047197640118,0.011076397694769341,0.09567901234567901,S01,S03,hemisphere,0.3839677340162764,0.9279279279279279,0.9056047197640118
0.861671469740634,0.02402677235913269,0.18518518518518517,S01,S04,hemisphere,0.6368803369747665,0.8938053097345132,0.861671469740634
0.861671469740634,0.01997904219748199,0.15432098765432098,S01,S05,hemisphere,0.6235476190873467,0.8938053097345132,0.861671469740634
0.8404558404558404,0.024379655593851475,0.1882716049382716,S01,S06,hemisphere,0.6780018372736689,0.8771929824561403,0.8404558404558404
0.9283582089552239,0.013926592091578961,0.09259259259259259,S01,S07,hemisphere,0.3824938248004705,0.9454545454545454,0.9283582089552239
